MATCHUP_ID;Site;PI;Lat_IS;Lon_IS;TIME_IS;PQC;MQC;land_dist_IS;Theta_S;Rho_wn_IS_410;Rho_wn_IS_443;Rho_wn_IS_490;Rho_wn_IS_510;Rho_wn_IS_560;Rho_wn_IS_620;Rho_wn_IS_670;Rho_wn_IS_750;Rho_wn_IS_870;Es_IS_410;Es_IS_443;Es_IS_490;Es_IS_510;Es_IS_560;Es_IS_620;Es_IS_670;Es_IS_750;Es_IS_870;AOT_IS_870
STOUCA_249_b_oc;SIMBADA-TOUCAN-2001-07;PierreYvesDeschamps;    53.894;     7.629;20010712T152143Z;P10100100;M110100101100020000;    12.000;    52.870;       0.006631;       0.008437;       0.013491;       0.012406;       0.015181;       0.008575;       0.008540;       0.001489;            NaN;     752.140015;     864.530029;     938.049988;     924.979980;     882.359985;     841.340027;     795.630005;     682.000000;     532.020020;       0.160200
STOUCA_250_b_oc;SIMBADA-TOUCAN-2001-07;PierreYvesDeschamps;    52.180;     3.004;20010714T062226Z;P10100100;M110100101100020000;   999.000;    68.786;       0.007161;       0.006550;       0.009080;       0.008136;       0.007836;       0.002741;       0.004022;       0.000338;            NaN;     412.660004;     484.390015;     535.979980;     528.140015;     496.869995;     480.500000;     466.750000;     407.299988;     319.779999;       0.089500
Sgepet_251_b_oc;SIMBADA-gepetco-H;PierreYvesDeschamps;    40.684;   -67.781;20010715T134937Z;P10100100;M110100101100020000;   999.000;    40.273;       0.009729;       0.011670;       0.014013;       0.012409;       0.004214;       0.003016;       0.003123;       0.000293;       0.000404;    1068.939941;    1213.359985;    1299.959961;    1280.180054;    1224.040039;    1155.589966;    1077.140015;     912.650024;     706.650024;            NaN
STOUCA_252_b_oc;SIMBADA-TOUCAN-2001-07;PierreYvesDeschamps;    47.361;    -7.322;20010715T153643Z;P10100100;M110100101100020000;   999.000;    44.474;       0.033729;       0.033397;       0.029130;       0.019035;       0.009513;       0.002279;       0.002024;       0.000380;            NaN;     953.719971;    1086.869995;    1168.719971;    1151.040039;    1098.819946;    1039.310059;     972.119995;     825.270020;     638.969971;       0.128400
STOUCA_253_b_oc;SIMBADA-TOUCAN-2001-07;PierreYvesDeschamps;    47.357;    -7.328;20010715T153758Z;P10100100;M110100101100020000;   999.000;    44.629;       0.034340;       0.035436;       0.033817;       0.021260;       0.011688;       0.006133;       0.005902;       0.000716;            NaN;     950.380005;    1083.050049;    1164.579956;    1146.920044;    1094.760010;    1035.489990;     968.630005;     822.349976;     636.710022;       0.128400
STOUCA_254_b_oc;SIMBADA-TOUCAN-2001-07;PierreYvesDeschamps;    47.355;    -7.331;20010715T153842Z;P10100100;M110100101100020000;   999.000;    44.786;       0.034348;       0.036189;       0.035889;       0.021862;       0.011702;       0.007349;       0.006619;       0.000555;            NaN;     948.469971;    1080.880005;    1162.219971;    1144.569946;    1092.439941;    1033.310059;     966.640015;     820.690002;     635.429993;       0.128400
STOUCA_255_b_oc;SIMBADA-TOUCAN-2001-07;PierreYvesDeschamps;    47.007;    -7.796;20010715T173148Z;P10100100;M110100101100020000;   999.000;    63.368;       0.025284;       0.026767;       0.028471;       0.019299;       0.012484;       0.006065;       0.009092;       0.000252;            NaN;     528.119995;     614.299988;     673.780029;     664.159973;     629.280029;     602.880005;     576.159973;     496.440002;     386.679993;       0.163600
STOUCA_256_b_oc;SIMBADA-TOUCAN-2001-07;PierreYvesDeschamps;    47.000;    -7.805;20010715T173350Z;P10100100;M110100101100020000;   999.000;    63.703;       0.019941;       0.018150;       0.015623;       0.010630;       0.005554;       0.001717;       0.001443;       0.000073;            NaN;     547.539978;     637.450012;     699.979980;     690.219971;     654.349976;     627.859985;     601.010010;     518.869995;     405.089996;            NaN
Sgepet_257_b_oc;SIMBADA-gepetco-H;PierreYvesDeschamps;    40.593;   -68.901;20010715T182750Z;P10100100;M110100101100020000;   999.000;    29.394;       0.016389;       0.016937;       0.018465;       0.015800;       0.005538;       0.002537;       0.002234;       0.000258;       0.000278;    1093.719971;    1262.599976;    1379.339966;    1368.630005;    1330.479980;    1269.449951;    1187.910034;    1012.809998;     790.020020;       0.105100
Sgepet_258_b_oc;SIMBADA-gepetco-H;PierreYvesDeschamps;    40.591;   -68.922;20010715T183101Z;P10100100;M110100101100020000;   999.000;    30.023;       0.017265;       0.018067;       0.020000;       0.016392;       0.005132;       0.004214;       0.003444;       0.000365;       0.000417;    1080.280029;    1248.800049;    1366.400024;    1356.349976;    1319.609985;    1260.030029;    1179.739990;    1006.400024;     785.369995;       0.108000
SCalCO_259_b_oc;SIMBADA-CalCOFI0107;PierreYvesDeschamps;    33.215;  -118.358;20010716T201214Z;P10100100;M110100101100020000;     9.000;    12.253;            NaN;            NaN;            NaN;       0.011547;       0.006134;       0.001309;       0.000982;       0.000224;            NaN;    1377.729980;    1552.560059;    1652.089966;    1626.640015;    1559.949951;    1465.910034;    1355.640015;    1142.270020;     882.340027;       0.156800
SCalCO_260_b_oc;SIMBADA-CalCOFI0107;PierreYvesDeschamps;    33.206;  -118.369;20010716T205906Z;P10100100;M110100101100020000;    10.000;    17.766;            NaN;            NaN;            NaN;       0.012237;       0.006165;       0.001095;       0.000851;       0.000173;            NaN;    1342.719971;    1513.640015;    1611.060059;    1586.079956;    1520.270020;    1428.750000;    1321.839966;    1113.959961;     860.299988;       0.148300
SCalCO_261_b_oc;SIMBADA-CalCOFI0107;PierreYvesDeschamps;    33.211;  -118.379;20010716T212031Z;P10100100;M110100101100020000;    10.000;    21.428;            NaN;            NaN;            NaN;       0.012608;       0.007641;       0.001739;       0.001382;       0.000316;            NaN;    1307.329956;    1474.750000;    1570.699951;    1546.430054;    1482.060059;    1393.390015;    1289.930054;    1087.540039;     840.070007;       0.146800
SCalCO_262_b_oc;SIMBADA-CalCOFI0107;PierreYvesDeschamps;    33.211;  -118.379;20010716T212110Z;P10100100;M110100101100020000;    10.000;    21.612;            NaN;            NaN;            NaN;       0.013007;       0.008283;       0.002089;       0.001739;       0.000393;            NaN;    1306.310059;    1473.589966;    1569.459961;    1545.189941;    1480.839966;    1392.250000;    1288.880005;    1086.670044;     839.390015;       0.146700
SCalCO_263_b_oc;SIMBADA-CalCOFI0107;PierreYvesDeschamps;    33.207;  -118.340;20010716T222157Z;P10100100;M110100101100020000;    10.000;    33.458;            NaN;            NaN;            NaN;       0.012836;       0.006631;       0.001387;       0.001111;       0.000221;            NaN;    1146.609985;    1299.280029;    1390.040039;    1369.329956;    1312.140015;    1236.650024;    1148.699951;     970.820007;     750.700012;       0.132000
SCalCO_264_b_oc;SIMBADA-CalCOFI0107;PierreYvesDeschamps;    33.214;  -118.301;20010716T223227Z;P10100100;M110100101100020000;     9.000;    35.753;            NaN;            NaN;            NaN;       0.013400;       0.006639;       0.002566;       0.001932;       0.000255;            NaN;    1115.619995;    1264.089966;    1352.170044;    1331.780029;    1275.280029;    1202.160034;    1117.390015;     944.799988;     730.780029;       0.130600
SCalCO_265_b_oc;SIMBADA-CalCOFI0107;PierreYvesDeschamps;    33.893;  -118.492;20010717T182038Z;P10100100;M110100101100020000;     5.000;    25.506;            NaN;            NaN;            NaN;       0.012480;       0.008888;       0.002213;       0.001674;       0.000142;            NaN;    1230.880005;    1393.209961;    1490.010010;    1468.920044;    1411.479980;    1331.560059;    1236.239990;    1045.859985;     810.900024;       0.176900
SCalCO_266_b_oc;SIMBADA-CalCOFI0107;PierreYvesDeschamps;    33.893;  -118.492;20010717T182114Z;P10100100;M110100101100020000;     5.000;    25.316;            NaN;            NaN;            NaN;       0.012404;       0.008810;       0.002237;       0.001621;       0.000175;            NaN;    1232.119995;    1394.619995;    1491.530029;    1470.420044;    1412.949951;    1332.939941;    1237.500000;    1046.910034;     811.710022;       0.176900
SCalCO_267_b_oc;SIMBADA-CalCOFI0107;PierreYvesDeschamps;    33.832;  -118.616;20010717T201557Z;P10100100;M110100101100020000;    16.000;    13.114;            NaN;            NaN;            NaN;       0.016060;       0.015428;       0.009593;       0.006742;       0.001136;            NaN;    1368.040039;    1542.459961;    1642.500000;    1617.599976;    1552.109985;    1459.510010;    1350.449951;    1138.709961;     880.349976;       0.149000
SCalCO_268_b_oc;SIMBADA-CalCOFI0107;PierreYvesDeschamps;    33.832;  -118.616;20010717T201716Z;P10100100;M110100101100020000;    16.000;    13.228;            NaN;            NaN;            NaN;       0.014767;       0.014027;       0.004749;       0.003460;       0.000696;            NaN;    1367.579956;    1541.939941;    1641.939941;    1617.050049;    1551.579956;    1459.000000;    1349.989990;    1138.329956;     880.059998;       0.149000
SCalCO_269_b_oc;SIMBADA-CalCOFI0107;PierreYvesDeschamps;    33.832;  -118.616;20010717T201756Z;P10100100;M110100101100020000;    16.000;    13.228;            NaN;            NaN;            NaN;       0.014692;       0.014098;       0.004779;       0.003440;       0.000684;            NaN;    1367.349976;    1541.680054;    1641.660034;    1616.760010;    1551.300049;    1458.739990;    1349.760010;    1138.130005;     879.909973;       0.149000
SCalCO_270_b_oc;SIMBADA-CalCOFI0107;PierreYvesDeschamps;    33.788;  -118.685;20010717T223910Z;P10100100;M110100101100020000;    22.000;    37.035;            NaN;            NaN;            NaN;       0.017956;       0.019638;       0.005865;       0.004072;       0.000830;            NaN;    1082.160034;    1229.170044;    1318.500000;    1299.579956;    1246.199951;    1176.699951;    1095.250000;     927.469971;     718.429993;       0.133200
STOUCA_271_b_oc;SIMBADA-TOUCAN-2001-07;PierreYvesDeschamps;    34.549;   -23.193;20010718T144312Z;P10100100;M110100101100020000;   999.000;    19.564;       0.046437;       0.036433;       0.027268;       0.014845;       0.006860;       0.004599;       0.005134;       0.001099;            NaN;    1333.229980;    1503.680054;    1600.810059;    1575.729980;    1509.380005;    1417.459961;    1310.650024;    1103.119995;     850.039978;       0.153100
STOUCA_272_b_oc;SIMBADA-TOUCAN-2001-07;PierreYvesDeschamps;    34.542;   -23.201;20010718T144532Z;P10100100;M110100101100020000;   999.000;    19.874;       0.043756;       0.034700;       0.024724;       0.014771;       0.008363;       0.002784;       0.003693;       0.000593;            NaN;    1330.160034;    1500.209961;    1597.089966;    1572.040039;    1505.760010;    1414.069946;    1307.569946;    1100.550049;     848.059998;       0.153100
STOUCA_273_b_oc;SIMBADA-TOUCAN-2001-07;PierreYvesDeschamps;    34.538;   -23.205;20010718T144637Z;P10100100;M110100101100020000;   999.000;    20.030;       0.042011;       0.033408;       0.023999;       0.014338;       0.007983;       0.002691;       0.003770;       0.000563;            NaN;    1328.739990;    1498.599976;    1595.369995;    1570.329956;    1504.079956;    1412.500000;    1306.140015;    1099.359985;     847.150024;       0.153100
STOUCA_274_b_oc;SIMBADA-TOUCAN-2001-07;PierreYvesDeschamps;    29.458;   -28.812;20010719T175041Z;P10100100;M110100101100020000;   999.000;    51.943;       0.052661;       0.043196;       0.029682;       0.017363;       0.010587;       0.003348;       0.006485;       0.000499;            NaN;     720.650024;     826.619995;     895.239990;     883.099976;     845.239990;     802.159973;     752.570007;     640.559998;     496.839996;       0.504500
STOUCA_275_b_oc;SIMBADA-TOUCAN-2001-07;PierreYvesDeschamps;    29.454;   -28.816;20010719T175150Z;P10100100;M110100101100020000;   999.000;    52.156;       0.051649;       0.041273;       0.024988;       0.013425;       0.005892;       0.001194;       0.001340;       0.000259;            NaN;     716.210022;     821.510010;     889.659973;     877.549988;     839.760010;     796.979980;     747.830017;     636.580017;     493.769989;       0.504500
STOUCA_276_b_oc;SIMBADA-TOUCAN-2001-07;PierreYvesDeschamps;    29.449;   -28.821;20010719T175323Z;P10100100;M110100101100020000;   999.000;    52.587;       0.054401;       0.043581;       0.026511;       0.014234;       0.005961;       0.001087;       0.001278;       0.000238;            NaN;     710.140015;     814.539978;     882.049988;     869.969971;     832.270020;     789.900024;     741.340027;     631.140015;     489.559998;       0.504500
STOUCA_277_b_oc;SIMBADA-TOUCAN-2001-07;PierreYvesDeschamps;    29.446;   -28.824;20010719T175418Z;P10100100;M110100101100020000;   999.000;    52.801;       0.055045;       0.044088;       0.026724;       0.014279;       0.006006;       0.001087;       0.001133;       0.000141;            NaN;     706.559998;     810.429993;     877.559998;     865.510010;     827.859985;     785.729980;     737.530029;     627.940002;     487.079987;       0.504500
STOUCA_278_b_oc;SIMBADA-TOUCAN-2001-07;PierreYvesDeschamps;    29.439;   -28.832;20010719T175638Z;P10100100;M110100101100020000;   999.000;    53.229;       0.052306;       0.041871;       0.025454;       0.013653;       0.005799;       0.001095;       0.001051;       0.000172;            NaN;     697.340027;     799.820007;     865.979980;     853.979980;     816.469971;     774.969971;     727.669983;     619.669983;     480.690002;       0.504500
STOUCA_279_b_oc;SIMBADA-TOUCAN-2001-07;PierreYvesDeschamps;    25.998;   -32.403;20010720T120314Z;P10100100;M110100101100020000;   999.000;    30.909;       0.057619;       0.044852;       0.027746;       0.015133;       0.007022;       0.001779;       0.001835;       0.000185;            NaN;    1125.640015;    1273.560059;    1358.630005;    1335.520020;    1270.430054;    1198.119995;    1118.430054;     948.049988;     733.630005;       0.427500
STOUCA_280_b_oc;SIMBADA-TOUCAN-2001-07;PierreYvesDeschamps;    25.992;   -32.409;20010720T120455Z;P10100100;M110100101100020000;   999.000;    30.689;       0.054737;       0.042619;       0.025910;       0.014167;       0.006297;       0.001101;       0.001194;       0.000011;            NaN;    1130.369995;    1278.920044;    1364.390015;    1341.239990;    1276.040039;    1203.380005;    1123.219971;     952.049988;     736.719971;       0.427500
STOUCA_281_b_oc;SIMBADA-TOUCAN-2001-07;PierreYvesDeschamps;    25.987;   -32.414;20010720T120643Z;P10100100;M110100101100020000;   999.000;    30.245;       0.049325;       0.038382;       0.023297;       0.012050;       0.004777;       0.001194;       0.001033;            NaN;            NaN;    1135.300049;    1284.510010;    1370.390015;    1347.180054;    1281.859985;    1208.839966;    1128.189941;     956.190002;     739.909973;       0.427600
